common_name,synonym
Chatus,vert chenu
Chatus,brachet
Chatus,mauvais noir
Chelois,chelois
Chenanson,chenancon
Chenanson,chenanson
Chenanson,chenason
Chenanson,shenanson
Chenanson,vaalblaar stein
Chenanson,pineau gros
Chenel,chenel
Chenin blanc, pineau de la loire 
Chenin blanc, steen
Chenin blanc,agudillo
Chenin blanc,anjou
Chenin blanc,blanc d'aunis
Chenin blanc,blanc d’anjou
Chenin blanc,capbreton blanc
Chenin blanc,chenin blanc 
Chenin blanc,confort
